date,value
1990-05-01,16.122
1990-06-01,13.47452
1990-07-01,14.34638
1990-08-01,15.12275
1990-09-01,9.17488
1990-10-01,-1.15108
1990-11-01,-0.31402
1990-12-01,21.22627
1991-01-01,24.55505
1991-02-01,9.48824
1991-03-01,1.47601
1991-04-01,3.82251
1991-05-01,2.1442
1991-06-01,9.27779
1991-07-01,-0.26525
1991-08-01,11.82826
1991-09-01,14.326
1991-10-01,24.5706
1991-11-01,19.38717
1991-12-01,16.09756
1992-01-01,7.16881
1992-02-01,16.11925
1992-03-01,28.02797
1992-04-01,20.54583
1992-05-01,23.37969
1992-06-01,18.91089
1992-07-01,21.96809
1992-08-01,18.58632
1992-09-01,2.98471
1992-10-01,-11.40453
1992-11-01,-8.77908
1992-12-01,16.18753
1993-01-01,-4.97175
1993-02-01,-5.02611
1993-03-01,-5.15622
1993-04-01,-7.83853
1993-05-01,-12.63292
1993-06-01,-19.69192
1993-07-01,-17.66245
1993-08-01,-18.24614
1993-09-01,-18.01198
1993-10-01,-18.04273
1993-11-01,-17.85433
1993-12-01,-11.03921
1994-01-01,-15.14863
1994-02-01,-24.37572
1994-03-01,-20.11057
1994-04-01,-24.51912
1994-05-01,-4.33301
1994-06-01,-7.59461
1994-07-01,-3.91949
1994-08-01,-11.46079
1994-09-01,3.06748
1994-10-01,20.27679
1994-11-01,18.40589
1994-12-01,-18.59221
1995-01-01,11.74327
1995-02-01,26.41624
1995-03-01,16.6955
1995-04-01,13.23304
1995-05-01,-1.67939
1995-06-01,1.48668
1995-07-01,6.31202
1995-08-01,8.05687
1995-09-01,4.7619
1995-10-01,4.62938
1995-11-01,-2.02758
1995-12-01,-11.40604
1996-01-01,-7.17331
1996-02-01,-10.23245
1996-03-01,-8.82135
1996-04-01,-14.91323
1996-05-01,-1.81159
1996-06-01,12.35489
1996-07-01,-1.91859
1996-08-01,2.35746
1996-09-01,2.86797
1996-10-01,-7.05882
1996-11-01,0.96578
1996-12-01,8.09849
1997-01-01,-4.21508
1997-02-01,-4.05766
1997-03-01,0.81301
1997-04-01,19.05672
1997-05-01,3.92725
1997-06-01,-5.09225
1997-07-01,-5.86836
1997-08-01,-5.32941
1997-09-01,-2.99842
1997-10-01,1.70611
1997-11-01,5.38398
1997-12-01,6.44896
1998-01-01,25.95205
1998-02-01,24.90262
1998-03-01,23.54839
1998-04-01,19.51285
1998-05-01,9.43444
1998-06-01,11.06791
1998-07-01,22.21286
1998-08-01,21.66902
1998-09-01,9.70716
1998-10-01,6.16883
1998-11-01,4.59025
1998-12-01,-5.18175
1999-01-01,-7.32363
1999-02-01,-9.44531
1999-03-01,-17.0148
1999-04-01,-28.55543
1999-05-01,-30.45191
1999-06-01,-31.15519
1999-07-01,-31.27298
1999-08-01,-31.4578
1999-09-01,-37.12308
1999-10-01,-29.79103
1999-11-01,-28.76271
1999-12-01,-28.52094
2000-01-01,-21.65297
2000-02-01,-28.80689
2000-03-01,-27.50393
2000-04-01,-2.2884
2000-05-01,4.86504
2000-06-01,8.10169
2000-07-01,16.31561
2000-08-01,20.31886
2000-09-01,20.44025
2000-10-01,18.69328
2000-11-01,12.49565
2000-12-01,16.85051
2001-01-01,6.32326
2001-02-01,21.18176
2001-03-01,37.46835
2001-04-01,18.47931
2001-05-01,4.19447
2001-06-01,2.75949
2001-07-01,22.56396
2001-08-01,45.86975
2001-09-01,76.07702
2001-10-01,-31.1315
2001-11-01,-18.84282
2001-12-01,-6.70573
2002-01-01,28.1114
2002-02-01,22.32678
2002-03-01,15.83794
2002-04-01,16.95099
2002-05-01,50.96066
2002-06-01,51.78517
2002-07-01,1.1257
2002-08-01,-17.97449
2002-09-01,-13.06766
2002-10-01,104.04085
2002-11-01,76.21045
2002-12-01,52.72156
2003-01-01,-1.31341
2003-02-01,1.00233
2003-03-01,-7.33591
2003-04-01,-4.37601
2003-05-01,-9.45455
2003-06-01,-13.69119
2003-07-01,16.07143
2003-08-01,15.90481
2003-09-01,-11.00213
2003-10-01,-6.11534
2003-11-01,-5.36564
2003-12-01,-1.14233
2004-01-01,-7.27398
2004-02-01,-6.50819
2004-03-01,-2.62255
2004-04-01,4.28571
2004-05-01,-3.61446
2004-06-01,11.74004
2004-07-01,-14.84515
2004-08-01,-14.43383
2004-09-01,-11.40393
2004-10-01,-18.28929
2004-11-01,-29.9497
2004-12-01,34.06517
2005-01-01,-38.85177
2005-02-01,-48.01284
2005-03-01,-42.0589
2005-04-01,-54.63199
2005-05-01,-43.61111
2005-06-01,-62.08047
2005-07-01,-69.75598
2005-08-01,-56.37919
2005-09-01,-48.86425
2005-10-01,-38.66667
2005-11-01,-19.61488
2005-12-01,-59.1105
2006-01-01,17.72562
2006-02-01,47.4359
2006-03-01,42.57168
2006-04-01,55.52712
2006-05-01,16.74877
2006-06-01,61.13249
2006-07-01,81.30334
2006-08-01,37.20044
2006-09-01,26.91698
2006-10-01,10.037
2006-11-01,10.79984
2006-12-01,11.29848
2007-01-01,-16.77552
2007-02-01,-8.85668
2007-03-01,-4.50945
2007-04-01,1.90852
2007-05-01,3.72714
2007-06-01,-3.07062
2007-07-01,15.96063
2007-08-01,-6.58992
2007-09-01,1.33333
2007-10-01,-4.16141
2007-11-01,-26.0535
2007-12-01,-3.63636
2008-01-01,13.21768
2008-02-01,13.10954
2008-03-01,-1.72304
2008-04-01,-17.85599
2008-05-01,161.38983
2008-06-01,80.14784
2008-07-01,46.08856
2008-08-01,42.28644
2008-09-01,76.1102
2008-10-01,133.81579
2008-11-01,223.68682
2008-12-01,148.82075
2009-01-01,135.89931
2009-02-01,81.69322
2009-03-01,101.62338
2009-04-01,177.51572
2009-05-01,11.3993
2009-06-01,29.83587
2009-07-01,47.73933
2009-08-01,42.08483
2009-09-01,39.38828
2009-10-01,4.31439
2009-11-01,-7.27189
2009-12-01,-5.0237
2010-01-01,-3.46427
2010-02-01,1.75378
2010-03-01,-5.05636
2010-04-01,-5.04249
2010-05-01,-14.95925
2010-06-01,6.44093
2010-07-01,18.03727
2010-08-01,47.8663
2010-09-01,16.64992
2010-10-01,21.16526
2010-11-01,9.11342
2010-12-01,19.51098
2011-01-01,23.03749
2011-02-01,36.66779
2011-03-01,26.25509
2011-04-01,10.21778
2011-05-01,1.43737
2011-06-01,8.56779
2011-07-01,15.42584
2011-08-01,13.57691
2011-09-01,9.40551
2011-10-01,11.36836
2011-11-01,15.70586
2011-12-01,21.58664
2012-01-01,17.31771
2012-02-01,10.29921
2012-03-01,25.72542
2012-04-01,32.04764
2012-05-01,31.25506
