date,value
1914-01-01,2.04082
1914-02-01,1.02041
1914-03-01,1.02041
1914-04-01,0.0
1914-05-01,2.06186
1914-06-01,1.02041
1914-07-01,1.0101
1914-08-01,3.0303
1914-09-01,2.0
1914-10-01,1.0
1914-11-01,0.9901
1914-12-01,1.0
1915-01-01,1.0
1915-02-01,1.0101
1915-03-01,0.0
1915-04-01,2.04082
1915-05-01,2.0202
1915-06-01,2.0202
1915-07-01,1.0
1915-08-01,-0.98039
1915-09-01,-0.98039
1915-10-01,0.9901
1915-11-01,0.98039
1915-12-01,1.9802
1916-01-01,2.9703
1916-02-01,4.0
1916-03-01,6.06061
1916-04-01,6.0
1916-05-01,5.94059
1916-06-01,6.93069
1916-07-01,6.93069
1916-08-01,7.92079
1916-09-01,9.90099
1916-10-01,10.78431
1916-11-01,11.65049
1916-12-01,12.62136
1917-01-01,12.5
1917-02-01,15.38462
1917-03-01,14.28571
1917-04-01,18.86792
1917-05-01,19.62617
1917-06-01,20.37037
1917-07-01,18.51852
1917-08-01,19.26606
1917-09-01,19.81982
1917-10-01,19.46903
1917-11-01,17.3913
1917-12-01,18.10345
1918-01-01,19.65812
1918-02-01,17.5
1918-03-01,16.66667
1918-04-01,12.69841
1918-05-01,13.28125
1918-06-01,13.07692
1918-07-01,17.96875
1918-08-01,18.46154
1918-09-01,18.04511
1918-10-01,18.51852
1918-11-01,20.74074
1918-12-01,20.43796
1919-01-01,17.85714
1919-02-01,14.89362
1919-03-01,17.14286
1919-04-01,17.60563
1919-05-01,16.55172
1919-06-01,14.96599
1919-07-01,15.23179
1919-08-01,14.93506
1919-09-01,13.3758
1919-10-01,13.125
1919-11-01,13.49693
1919-12-01,14.54545
1920-01-01,16.9697
1920-02-01,20.37037
1920-03-01,20.12195
1920-04-01,21.55689
1920-05-01,21.89349
1920-06-01,23.66864
1920-07-01,19.54023
1920-08-01,14.68927
1920-09-01,12.35955
1920-10-01,9.94475
1920-11-01,7.02703
1920-12-01,2.6455
1921-01-01,-1.5544
1921-02-01,-5.64103
1921-03-01,-7.1066
1921-04-01,-10.83744
1921-05-01,-14.07767
1921-06-01,-15.78947
1921-07-01,-14.90385
1921-08-01,-12.80788
1921-09-01,-12.5
1921-10-01,-12.0603
1921-11-01,-12.12121
1921-12-01,-10.82474
1922-01-01,-11.05263
1922-02-01,-8.15217
1922-03-01,-8.74317
1922-04-01,-7.73481
1922-05-01,-5.64972
1922-06-01,-5.11364
1922-07-01,-5.08475
1922-08-01,-6.21469
1922-09-01,-5.14286
1922-10-01,-4.57143
1922-11-01,-3.44828
1922-12-01,-2.31214
1923-01-01,-0.59172
1923-02-01,-0.59172
1923-03-01,0.5988
1923-04-01,1.1976
1923-05-01,1.1976
1923-06-01,1.79641
1923-07-01,2.38095
1923-08-01,3.01205
1923-09-01,3.61446
1923-10-01,3.59281
1923-11-01,2.97619
1923-12-01,2.36686
1924-01-01,2.97619
1924-02-01,2.38095
1924-03-01,1.78571
1924-04-01,0.59172
1924-05-01,0.59172
1924-06-01,0.0
1924-07-01,-0.5814
1924-08-01,-0.5848
1924-09-01,-0.5814
1924-10-01,-0.57803
1924-11-01,-0.57803
1924-12-01,0.0
1925-01-01,0.0
1925-02-01,0.0
1925-03-01,1.16959
1925-04-01,1.17647
1925-05-01,1.76471
1925-06-01,2.94118
1925-07-01,3.50877
1925-08-01,4.11765
1925-09-01,3.50877
1925-10-01,2.90698
1925-11-01,4.65116
1925-12-01,3.46821
1926-01-01,3.46821
1926-02-01,4.06977
1926-03-01,2.89017
1926-04-01,4.06977
1926-05-01,2.89017
1926-06-01,1.14286
1926-07-01,-1.12994
1926-08-01,-1.69492
1926-09-01,-1.12994
1926-10-01,-0.56497
1926-11-01,-1.66667
1926-12-01,-1.11732
1927-01-01,-2.23464
1927-02-01,-2.7933
1927-03-01,-2.80899
1927-04-01,-3.35196
1927-05-01,-2.24719
1927-06-01,-0.56497
1927-07-01,-1.14286
1927-08-01,-1.14943
1927-09-01,-1.14286
1927-10-01,-1.13636
1927-11-01,-2.25989
1927-12-01,-2.25989
1928-01-01,-1.14286
1928-02-01,-1.72414
1928-03-01,-1.15607
1928-04-01,-1.15607
1928-05-01,-1.14943
1928-06-01,-2.84091
1928-07-01,-1.15607
1928-08-01,-0.5814
1928-09-01,0.0
1928-10-01,-1.14943
1928-11-01,-0.57803
1928-12-01,-1.15607
1929-01-01,-1.15607
1929-02-01,0.0
1929-03-01,-0.5848
1929-04-01,-1.16959
1929-05-01,-1.16279
1929-06-01,0.0
1929-07-01,1.16959
1929-08-01,1.16959
1929-09-01,0.0
1929-10-01,0.5814
1929-11-01,0.5814
1929-12-01,0.5848
1930-01-01,0.0
1930-02-01,-0.5848
1930-03-01,-0.58824
1930-04-01,0.59172
1930-05-01,-0.58824
1930-06-01,-1.75439
1930-07-01,-4.04624
1930-08-01,-4.62428
1930-09-01,-4.04624
1930-10-01,-4.62428
1930-11-01,-5.20231
1930-12-01,-6.39535
1931-01-01,-7.01754
1931-02-01,-7.64706
1931-03-01,-7.69231
1931-04-01,-8.82353
1931-05-01,-9.46746
1931-06-01,-10.11905
1931-07-01,-9.03614
1931-08-01,-8.48485
1931-09-01,-9.63855
1931-10-01,-9.69697
1931-11-01,-10.36585
1931-12-01,-9.31677
1932-01-01,-10.06289
1932-02-01,-10.19108
1932-03-01,-10.25641
1932-04-01,-10.32258
1932-05-01,-10.45752
1932-06-01,-9.93377
1932-07-01,-9.93377
1932-08-01,-10.59603
1932-09-01,-10.66667
1932-10-01,-10.73826
1932-11-01,-10.20408
1932-12-01,-10.27397
1933-01-01,-9.79021
1933-02-01,-9.92908
1933-03-01,-10.0
1933-04-01,-9.35252
1933-05-01,-8.0292
1933-06-01,-6.61765
1933-07-01,-3.67647
1933-08-01,-2.22222
1933-09-01,-1.49254
1933-10-01,-0.75188
1933-11-01,0.0
1933-12-01,0.76336
1934-01-01,2.32558
1934-02-01,4.72441
1934-03-01,5.55556
1934-04-01,5.55556
1934-05-01,5.55556
1934-06-01,5.51181
1934-07-01,2.29008
1934-08-01,1.51515
1934-09-01,3.0303
1934-10-01,2.27273
1934-11-01,2.27273
1934-12-01,1.51515
1935-01-01,3.0303
1935-02-01,3.00752
1935-03-01,3.00752
1935-04-01,3.7594
1935-05-01,3.7594
1935-06-01,2.23881
1935-07-01,2.23881
1935-08-01,2.23881
1935-09-01,0.73529
1935-10-01,1.48148
1935-11-01,2.22222
1935-12-01,2.98507
1936-01-01,1.47059
1936-02-01,0.72993
1936-03-01,0.0
1936-04-01,-0.72464
1936-05-01,-0.72464
1936-06-01,0.72993
1936-07-01,1.45985
1936-08-01,2.18978
1936-09-01,2.18978
1936-10-01,2.18978
1936-11-01,1.44928
1936-12-01,1.44928
1937-01-01,2.17391
1937-02-01,2.17391
1937-03-01,3.64964
1937-04-01,4.37956
1937-05-01,5.10949
1937-06-01,4.34783
1937-07-01,4.31655
1937-08-01,3.57143
1937-09-01,4.28571
1937-10-01,4.28571
1937-11-01,3.57143
1937-12-01,2.85714
1938-01-01,0.70922
1938-02-01,0.0
1938-03-01,-0.70423
1938-04-01,-0.6993
1938-05-01,-2.08333
1938-06-01,-2.08333
1938-07-01,-2.75862
1938-08-01,-2.75862
1938-09-01,-3.42466
1938-10-01,-4.10959
1938-11-01,-3.44828
1938-12-01,-2.77778
1939-01-01,-1.40845
1939-02-01,-1.41844
1939-03-01,-1.41844
1939-04-01,-2.8169
1939-05-01,-2.12766
1939-06-01,-2.12766
1939-07-01,-2.12766
1939-08-01,-2.12766
1939-09-01,0.0
1939-10-01,0.0
1939-11-01,0.0
1939-12-01,0.0
1940-01-01,-0.71429
1940-02-01,0.71942
1940-03-01,0.71942
1940-04-01,1.44928
1940-05-01,1.44928
1940-06-01,2.17391
1940-07-01,1.44928
1940-08-01,1.44928
1940-09-01,-0.70922
1940-10-01,0.0
1940-11-01,0.0
1940-12-01,0.71429
1941-01-01,1.43885
1941-02-01,0.71429
1941-03-01,1.42857
1941-04-01,2.14286
1941-05-01,2.85714
1941-06-01,4.25532
1941-07-01,5.0
1941-08-01,6.42857
1941-09-01,7.85714
1941-10-01,9.28571
1941-11-01,10.0
1941-12-01,9.92908
1942-01-01,11.34752
1942-02-01,12.05674
1942-03-01,12.67606
1942-04-01,12.58741
1942-05-01,13.19444
1942-06-01,10.88435
1942-07-01,11.56463
1942-08-01,10.73826
1942-09-01,9.27152
1942-10-01,9.15033
1942-11-01,9.09091
1942-12-01,9.03226
1943-01-01,7.64331
1943-02-01,6.96203
1943-03-01,7.5
1943-04-01,8.07453
1943-05-01,7.36196
1943-06-01,7.36196
1943-07-01,6.09756
1943-08-01,4.84848
1943-09-01,5.45455
1943-10-01,4.19162
1943-11-01,3.57143
1943-12-01,2.95858
1944-01-01,2.95858
1944-02-01,2.95858
1944-03-01,1.16279
1944-04-01,0.57471
1944-05-01,0.0
1944-06-01,0.57143
1944-07-01,1.72414
1944-08-01,2.31214
1944-09-01,1.72414
1944-10-01,1.72414
1944-11-01,1.72414
1944-12-01,2.29885
1945-01-01,2.29885
1945-02-01,2.29885
1945-03-01,2.29885
1945-04-01,1.71429
1945-05-01,2.28571
1945-06-01,2.84091
1945-07-01,2.25989
1945-08-01,2.25989
1945-09-01,2.25989
1945-10-01,2.25989
1945-11-01,2.25989
1945-12-01,2.24719
1946-01-01,2.24719
1946-02-01,1.68539
1946-03-01,2.80899
1946-04-01,3.37079
1946-05-01,3.35196
1946-06-01,3.31492
1946-07-01,9.39227
1946-08-01,11.60221
1946-09-01,12.70718
1946-10-01,14.91713
1946-11-01,17.67956
1946-12-01,18.13187
1947-01-01,18.13187
1947-02-01,18.78453
1947-03-01,19.67213
1947-04-01,19.02174
1947-05-01,18.37838
1947-06-01,17.64706
1947-07-01,12.12121
1947-08-01,11.38614
1947-09-01,12.7451
1947-10-01,10.57692
1947-11-01,8.4507
1947-12-01,8.83721
1948-01-01,10.23256
1948-02-01,9.30233
1948-03-01,6.84932
1948-04-01,8.6758
1948-05-01,9.13242
1948-06-01,9.54545
1948-07-01,9.90991
1948-08-01,8.88889
1948-09-01,6.52174
1948-10-01,6.08696
1948-11-01,4.7619
1948-12-01,2.99145
1949-01-01,1.26582
1949-02-01,1.2766
1949-03-01,1.7094
1949-04-01,0.42017
1949-05-01,-0.41841
1949-06-01,-0.82988
1949-07-01,-2.86885
1949-08-01,-2.85714
1949-09-01,-2.44898
1949-10-01,-2.86885
1949-11-01,-1.65289
1949-12-01,-2.07469
1950-01-01,-2.08333
1950-02-01,-1.2605
1950-03-01,-0.84034
1950-04-01,-1.25523
1950-05-01,-0.42017
1950-06-01,-0.41841
1950-07-01,1.68776
1950-08-01,2.10084
1950-09-01,2.09205
1950-10-01,3.79747
1950-11-01,3.78151
1950-12-01,5.9322
1951-01-01,8.08511
1951-02-01,9.3617
1951-03-01,9.32203
1951-04-01,9.32203
1951-05-01,9.2827
1951-06-01,8.82353
1951-07-01,7.46888
1951-08-01,6.58436
1951-09-01,6.96721
1951-10-01,6.50407
1951-11-01,6.88259
1951-12-01,6.0
1952-01-01,4.33071
1952-02-01,2.33463
1952-03-01,1.93798
1952-04-01,2.32558
1952-05-01,1.9305
1952-06-01,2.3166
1952-07-01,3.0888
1952-08-01,3.0888
1952-09-01,2.29885
1952-10-01,1.9084
1952-11-01,1.13636
1952-12-01,0.75472
1953-01-01,0.37736
1953-02-01,0.76046
1953-03-01,1.14068
1953-04-01,0.75758
1953-05-01,1.13636
1953-06-01,1.13208
1953-07-01,0.37453
1953-08-01,0.74906
1953-09-01,0.74906
1953-10-01,1.1236
1953-11-01,0.74906
1953-12-01,0.74906
1954-01-01,1.12782
1954-02-01,1.50943
1954-03-01,1.12782
1954-04-01,0.75188
1954-05-01,0.74906
1954-06-01,0.37313
1954-07-01,0.37313
1954-08-01,0.0
1954-09-01,-0.37175
1954-10-01,-0.74074
1954-11-01,-0.37175
1954-12-01,-0.74349
1955-01-01,-0.74349
1955-02-01,-0.74349
1955-03-01,-0.74349
1955-04-01,-0.37313
1955-05-01,-0.74349
1955-06-01,-0.74349
1955-07-01,-0.37175
1955-08-01,-0.37175
1955-09-01,0.37313
1955-10-01,0.37313
1955-11-01,0.37313
1955-12-01,0.37453
1956-01-01,0.37453
1956-02-01,0.37453
1956-03-01,0.37453
1956-04-01,0.74906
1956-05-01,1.1236
1956-06-01,1.87266
1956-07-01,2.23881
1956-08-01,1.86567
1956-09-01,1.85874
1956-10-01,2.23048
1956-11-01,2.23048
1956-12-01,2.98507
1957-01-01,2.98507
